data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-22,inconsistent,0,168
2021-06-30,2021-02-22,consistent,3,16108
2021-06-30,2021-02-23,inconsistent,0,320
2021-06-30,2021-02-23,consistent,3,14760
2021-06-30,2021-02-24,inconsistent,0,86
2021-06-30,2021-02-24,consistent,3,10281
2021-06-30,2021-02-25,inconsistent,0,198
2021-06-30,2021-02-25,consistent,3,9824
2021-06-30,2021-02-28,inconsistent,0,16
2021-06-30,2021-02-28,consistent,2,3147
2021-06-30,2021-02-26,inconsistent,0,438
2021-06-30,2021-02-26,consistent,6,22077
2021-06-30,2021-02-27,inconsistent,0,75
2021-06-30,2021-02-27,consistent,5,16230
