data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-03-17,inconsistent,0,311
2021-06-30,2021-03-17,consistent,11,21111
2021-06-30,2021-03-15,inconsistent,0,953
2021-06-30,2021-03-15,consistent,13,35451
2021-06-30,2021-03-16,inconsistent,0,1078
2021-06-30,2021-03-16,consistent,14,36733
2021-06-30,2021-03-21,inconsistent,0,18
2021-06-30,2021-03-21,consistent,3,1355
2021-06-30,2021-03-20,inconsistent,0,204
2021-06-30,2021-03-20,consistent,5,12231
2021-06-30,2021-03-18,inconsistent,1,1635
2021-06-30,2021-03-18,consistent,15,39902
2021-06-30,2021-03-19,inconsistent,0,1145
2021-06-30,2021-03-19,consistent,12,36612
