data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-03-01,inconsistent,0,1183
2021-06-30,2021-03-01,consistent,7,35887
2021-06-30,2021-03-02,inconsistent,0,1072
2021-06-30,2021-03-02,consistent,6,29382
2021-06-30,2021-03-06,inconsistent,0,275
2021-06-30,2021-03-06,consistent,3,10543
2021-06-30,2021-03-07,inconsistent,0,32
2021-06-30,2021-03-07,consistent,2,350
2021-06-30,2021-03-03,inconsistent,0,963
2021-06-30,2021-03-03,consistent,7,28063
2021-06-30,2021-03-05,inconsistent,0,1105
2021-06-30,2021-03-05,consistent,7,42390
2021-06-30,2021-03-04,inconsistent,0,1797
2021-06-30,2021-03-04,consistent,9,43705
