data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-22,inconsistent,0,159
2021-06-30,2021-02-22,consistent,5,17834
2021-06-30,2021-02-23,inconsistent,0,154
2021-06-30,2021-02-23,consistent,4,19756
2021-06-30,2021-02-24,inconsistent,0,348
2021-06-30,2021-02-24,consistent,4,17304
2021-06-30,2021-02-28,inconsistent,0,22
2021-06-30,2021-02-28,consistent,2,419
2021-06-30,2021-02-25,inconsistent,1,2128
2021-06-30,2021-02-25,consistent,8,30881
2021-06-30,2021-02-26,inconsistent,1,2209
2021-06-30,2021-02-26,consistent,10,34219
2021-06-30,2021-02-27,inconsistent,1,1655
2021-06-30,2021-02-27,consistent,10,29315
