data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-05-10,inconsistent,0,58
2021-07-01,2021-05-10,consistent,10,59876
2021-07-01,2021-05-13,inconsistent,0,90
2021-07-01,2021-05-13,consistent,10,61378
2021-07-01,2021-05-11,inconsistent,0,56
2021-07-01,2021-05-11,consistent,13,71687
2021-07-01,2021-05-12,inconsistent,0,78
2021-07-01,2021-05-12,consistent,15,60708
2021-07-01,2021-05-16,inconsistent,0,6
2021-07-01,2021-05-16,consistent,5,11018
2021-07-01,2021-05-15,inconsistent,0,20
2021-07-01,2021-05-15,consistent,7,41360
2021-07-01,2021-05-14,inconsistent,0,98
2021-07-01,2021-05-14,consistent,16,96409
