data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-06-03,inconsistent,0,14
2021-07-02,2021-06-03,consistent,4,25422
2021-07-02,2021-05-31,inconsistent,0,22
2021-07-02,2021-05-31,consistent,8,50616
2021-07-02,2021-06-05,inconsistent,0,10
2021-07-02,2021-06-05,consistent,6,14567
2021-07-02,2021-06-06,consistent,2,1708
2021-07-02,2021-06-04,inconsistent,0,98
2021-07-02,2021-06-04,consistent,11,52467
2021-07-02,2021-06-01,inconsistent,0,172
2021-07-02,2021-06-01,consistent,18,88596
2021-07-02,2021-06-02,inconsistent,0,206
2021-07-02,2021-06-02,consistent,20,125713
2021-07-08,2021-06-06,consistent,2,1735
2021-07-08,2021-06-05,inconsistent,0,14
2021-07-08,2021-06-05,consistent,2,14930
