data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-03-08,inconsistent,1,1286
2021-06-30,2021-03-08,consistent,15,36441
2021-06-30,2021-03-09,inconsistent,0,1019
2021-06-30,2021-03-09,consistent,16,46057
2021-06-30,2021-03-10,inconsistent,1,3637
2021-06-30,2021-03-10,consistent,15,52290
2021-06-30,2021-03-13,inconsistent,0,205
2021-06-30,2021-03-13,consistent,4,8110
2021-06-30,2021-03-12,inconsistent,0,1002
2021-06-30,2021-03-12,consistent,10,37391
2021-06-30,2021-03-11,inconsistent,1,3951
2021-06-30,2021-03-11,consistent,16,54558
