data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-04-19,inconsistent,0,209
2021-07-02,2021-04-19,consistent,13,54867
2021-07-02,2021-04-21,inconsistent,0,28
2021-07-02,2021-04-21,consistent,9,22866
2021-07-02,2021-04-20,inconsistent,0,150
2021-07-02,2021-04-20,consistent,17,73140
2021-07-02,2021-04-24,inconsistent,0,4
2021-07-02,2021-04-24,consistent,6,26228
2021-07-02,2021-04-25,inconsistent,0,26
2021-07-02,2021-04-25,consistent,2,2752
2021-07-02,2021-04-23,inconsistent,0,64
2021-07-02,2021-04-23,consistent,8,33783
2021-07-02,2021-04-22,inconsistent,0,62
2021-07-02,2021-04-22,consistent,15,46297
