data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-03-01,inconsistent,0,288
2021-07-01,2021-03-01,consistent,3,15614
2021-07-01,2021-03-02,inconsistent,0,381
2021-07-01,2021-03-02,consistent,3,13683
2021-07-01,2021-03-03,inconsistent,0,566
2021-07-01,2021-03-03,consistent,3,12744
2021-07-01,2021-03-06,inconsistent,0,24
2021-07-01,2021-03-06,consistent,2,2153
2021-07-01,2021-03-04,inconsistent,0,234
2021-07-01,2021-03-07,inconsistent,0,8
2021-07-01,2021-03-05,inconsistent,0,170
2021-07-01,2021-03-07,consistent,2,214
2021-07-01,2021-03-04,consistent,4,13478
2021-07-01,2021-03-05,consistent,3,13757
