data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-04-19,inconsistent,0,296
2021-07-01,2021-04-19,consistent,4,11753
2021-07-01,2021-04-20,inconsistent,0,418
2021-07-01,2021-04-20,consistent,6,19207
2021-07-01,2021-04-22,inconsistent,0,216
2021-07-01,2021-04-22,consistent,3,19261
2021-07-01,2021-04-21,inconsistent,0,212
2021-07-01,2021-04-21,consistent,6,12988
2021-07-01,2021-04-23,inconsistent,0,364
2021-07-01,2021-04-23,consistent,5,18272
2021-07-01,2021-04-25,inconsistent,0,6
2021-07-01,2021-04-25,consistent,2,210
2021-07-01,2021-04-24,inconsistent,0,54
2021-07-01,2021-04-24,consistent,4,12676
