data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-04-12,inconsistent,0,374
2021-07-01,2021-04-12,consistent,3,8921
2021-07-01,2021-04-13,inconsistent,0,344
2021-07-01,2021-04-13,consistent,4,14352
2021-07-01,2021-04-14,inconsistent,0,596
2021-07-01,2021-04-14,consistent,5,14601
2021-07-01,2021-04-15,inconsistent,0,574
2021-07-01,2021-04-15,consistent,3,13657
2021-07-01,2021-04-16,inconsistent,0,260
2021-07-01,2021-04-16,consistent,4,13947
2021-07-01,2021-04-18,consistent,3,322
2021-07-01,2021-04-17,inconsistent,0,236
2021-07-01,2021-04-17,consistent,5,7940
