data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-04-05,inconsistent,0,410
2021-07-01,2021-04-05,consistent,5,25483
2021-07-01,2021-04-08,inconsistent,0,450
2021-07-01,2021-04-08,consistent,4,15855
2021-07-01,2021-04-07,inconsistent,0,660
2021-07-01,2021-04-07,consistent,5,21664
2021-07-01,2021-04-06,inconsistent,0,740
2021-07-01,2021-04-06,consistent,7,30386
2021-07-01,2021-04-09,inconsistent,0,436
2021-07-01,2021-04-09,consistent,5,26708
2021-07-01,2021-04-10,inconsistent,0,1180
2021-07-01,2021-04-10,consistent,5,33436
2021-07-02,2021-04-11,inconsistent,0,132
2021-07-02,2021-04-11,consistent,3,9582
