data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-06-01,inconsistent,0,50
2021-07-02,2021-06-03,consistent,2,9791
2021-07-02,2021-06-01,consistent,4,34329
2021-07-02,2021-05-31,inconsistent,0,40
2021-07-02,2021-05-31,consistent,5,29949
2021-07-02,2021-06-02,inconsistent,0,24
2021-07-02,2021-06-02,consistent,4,34860
2021-07-02,2021-06-04,inconsistent,0,10
2021-07-02,2021-06-04,consistent,3,22637
2021-07-02,2021-06-05,inconsistent,0,12
2021-07-02,2021-06-05,consistent,4,20395
