data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-03-01,inconsistent,0,64
2021-06-30,2021-03-01,consistent,2,5165
2021-06-30,2021-03-02,inconsistent,0,70
2021-06-30,2021-03-02,consistent,2,5938
2021-06-30,2021-03-03,inconsistent,0,70
2021-06-30,2021-03-03,consistent,2,5945
2021-06-30,2021-03-04,inconsistent,0,74
2021-06-30,2021-03-04,consistent,3,5775
2021-06-30,2021-03-06,inconsistent,0,22
2021-06-30,2021-03-06,consistent,2,661
2021-06-30,2021-03-05,inconsistent,0,70
2021-06-30,2021-03-07,inconsistent,0,12
2021-06-30,2021-03-05,consistent,2,4999
2021-06-30,2021-03-07,consistent,1,90
