data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-06-14,inconsistent,0,4
2021-07-01,2021-06-14,consistent,2,10835
2021-07-01,2021-06-17,consistent,2,12683
2021-07-01,2021-06-15,inconsistent,0,22
2021-07-01,2021-06-16,inconsistent,0,2
2021-07-01,2021-06-15,consistent,3,13679
2021-07-01,2021-06-16,consistent,3,13336
2021-07-01,2021-06-18,consistent,3,11290
2021-07-01,2021-06-19,inconsistent,0,2
2021-07-01,2021-06-19,consistent,3,11246
2021-07-01,2021-06-20,consistent,2,6440
2021-07-03,2021-06-20,consistent,3,6446
2021-07-03,2021-06-19,inconsistent,0,2
2021-07-03,2021-06-19,consistent,3,11296
2021-07-03,2021-06-18,consistent,2,11368
2021-07-04,2021-06-17,consistent,3,12704
2021-07-04,2021-06-16,inconsistent,0,2
2021-07-04,2021-06-16,consistent,2,13359
2021-07-04,2021-06-15,inconsistent,0,22
2021-07-04,2021-06-15,consistent,3,13717
2021-07-04,2021-06-14,inconsistent,0,8
2021-07-04,2021-06-14,consistent,3,10844
2021-07-05,2021-06-20,consistent,3,6448
2021-07-06,2021-06-19,inconsistent,0,2
2021-07-06,2021-06-19,consistent,2,11302
2021-07-06,2021-06-18,consistent,3,11426
2021-07-07,2021-06-17,consistent,6,12837
