data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-29,2021-05-12,inconsistent,0,6
2021-06-29,2021-05-12,consistent,1,3548
2021-06-29,2021-05-11,inconsistent,0,2
2021-06-29,2021-05-11,consistent,1,3630
2021-06-29,2021-05-10,inconsistent,0,6
2021-06-29,2021-05-10,consistent,1,3582
2021-06-30,2021-05-16,inconsistent,0,2
2021-06-30,2021-05-16,consistent,2,332
2021-06-30,2021-05-15,inconsistent,0,4
2021-06-30,2021-05-15,consistent,2,2979
2021-06-30,2021-05-14,consistent,2,2541
2021-06-30,2021-05-13,consistent,3,3386
