data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-05,2021-07-05,consistent,3,5667
2021-07-05,2021-07-05,inconsistent,0,22
2021-07-05,2021-07-05,consistent,14,48492
2021-07-05,2021-07-05,inconsistent,0,108
2021-07-05,2021-07-05,consistent,35,145884
2021-07-05,2021-07-05,inconsistent,0,152
2021-07-05,2021-07-05,consistent,34,217316
2021-07-06,2021-07-05,inconsistent,0,202
2021-07-06,2021-07-05,consistent,58,256337
2021-07-06,2021-07-05,inconsistent,0,218
2021-07-06,2021-07-05,consistent,41,257721
2021-07-06,2021-07-06,consistent,2,1
2021-07-06,2021-07-05,inconsistent,0,218
2021-07-06,2021-07-05,consistent,42,258021
2021-07-06,2021-07-06,consistent,1,1
2021-07-06,2021-07-05,inconsistent,0,218
2021-07-06,2021-07-05,consistent,37,258021
2021-07-06,2021-07-06,consistent,2,3247
2021-07-06,2021-07-05,inconsistent,0,218
2021-07-06,2021-07-05,consistent,34,259291
2021-07-06,2021-07-06,inconsistent,0,34
2021-07-06,2021-07-06,consistent,5,39832
2021-07-06,2021-07-05,inconsistent,0,280
2021-07-06,2021-07-05,consistent,45,263555
2021-07-06,2021-07-06,inconsistent,0,68
2021-07-06,2021-07-06,consistent,15,126204
2021-07-06,2021-07-05,inconsistent,0,360
2021-07-06,2021-07-05,consistent,49,275469
2021-07-06,2021-07-06,inconsistent,0,96
2021-07-06,2021-07-06,consistent,21,169521
2021-07-06,2021-07-05,inconsistent,0,364
2021-07-06,2021-07-05,consistent,39,279015
2021-07-07,2021-07-06,inconsistent,0,180
2021-07-07,2021-07-06,consistent,20,205150
2021-07-07,2021-07-05,inconsistent,0,388
2021-07-07,2021-07-05,consistent,48,280893
2021-07-07,2021-07-06,inconsistent,0,180
2021-07-07,2021-07-06,consistent,19,208644
2021-07-07,2021-07-07,consistent,1,3
2021-07-07,2021-07-06,inconsistent,0,180
2021-07-07,2021-07-06,consistent,21,211095
2021-07-07,2021-07-05,inconsistent,0,388
2021-07-07,2021-07-05,consistent,44,281240
2021-07-07,2021-07-07,consistent,1,3
2021-07-07,2021-07-06,inconsistent,0,180
2021-07-07,2021-07-06,consistent,24,211095
2021-07-07,2021-07-05,inconsistent,0,388
2021-07-07,2021-07-05,consistent,58,281240
2021-07-07,2021-07-07,consistent,3,2139
2021-07-07,2021-07-06,inconsistent,0,190
2021-07-07,2021-07-06,consistent,29,213844
2021-07-07,2021-07-05,inconsistent,0,390
2021-07-07,2021-07-05,consistent,56,281473
2021-07-08,2021-07-07,inconsistent,0,188
2021-07-08,2021-07-07,consistent,17,181962
2021-07-08,2021-07-06,inconsistent,0,476
2021-07-08,2021-07-06,consistent,26,230232
2021-07-08,2021-07-05,inconsistent,0,415
2021-07-08,2021-07-05,consistent,61,288256
2021-07-08,2021-07-07,inconsistent,0,206
2021-07-08,2021-07-07,consistent,19,188517
2021-07-08,2021-07-07,inconsistent,0,206
2021-07-08,2021-07-07,consistent,16,188517
2021-07-08,2021-07-06,inconsistent,0,482
2021-07-08,2021-07-06,consistent,26,231472
2021-07-08,2021-07-05,inconsistent,0,415
2021-07-08,2021-07-05,consistent,43,288682
2021-07-08,2021-07-08,inconsistent,0,2
2021-07-08,2021-07-08,consistent,2,4517
2021-07-08,2021-07-07,inconsistent,0,216
2021-07-08,2021-07-07,consistent,17,191870
2021-07-08,2021-07-06,inconsistent,0,490
2021-07-08,2021-07-06,consistent,25,233272
2021-07-08,2021-07-05,inconsistent,0,415
2021-07-08,2021-07-05,consistent,46,288964
2021-07-08,2021-07-08,inconsistent,0,2
2021-07-08,2021-07-08,consistent,3,29142
2021-07-08,2021-07-07,inconsistent,0,238
2021-07-08,2021-07-07,consistent,17,193903
2021-07-08,2021-07-06,inconsistent,0,490
2021-07-08,2021-07-06,consistent,26,234498
2021-07-08,2021-07-05,inconsistent,0,415
2021-07-08,2021-07-05,consistent,52,289440
