data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-04-25,inconsistent,0,50
2021-06-30,2021-04-25,consistent,2,9456
2021-06-30,2021-04-24,inconsistent,0,314
2021-06-30,2021-04-24,consistent,16,72537
2021-06-30,2021-04-23,inconsistent,1,4769
2021-06-30,2021-04-23,consistent,47,259245
2021-06-30,2021-04-22,inconsistent,1,5106
2021-06-30,2021-04-22,consistent,48,208970
2021-06-30,2021-04-21,inconsistent,1,3460
2021-06-30,2021-04-21,consistent,64,245104
2021-06-30,2021-04-20,inconsistent,1,9403
2021-06-30,2021-04-20,consistent,37,238593
2021-06-30,2021-04-19,inconsistent,1,3810
2021-06-30,2021-04-19,consistent,41,205449
