data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-04-11,inconsistent,0,348
2021-06-30,2021-04-11,consistent,4,17273
2021-06-30,2021-04-10,inconsistent,0,1209
2021-06-30,2021-04-10,consistent,13,114571
2021-06-30,2021-04-08,inconsistent,0,3023
2021-06-30,2021-04-08,consistent,15,98183
2021-06-30,2021-04-07,inconsistent,0,2864
2021-06-30,2021-04-07,consistent,17,120388
2021-06-30,2021-04-06,inconsistent,1,6314
2021-06-30,2021-04-06,consistent,25,166210
2021-06-30,2021-04-05,inconsistent,1,7643
2021-06-30,2021-04-05,consistent,41,270196
