data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-01-24,inconsistent,0,1020
2021-06-30,2021-01-24,consistent,1,8648
2021-06-30,2021-01-23,inconsistent,1,5759
2021-06-30,2021-01-23,consistent,3,24989
2021-06-30,2021-01-22,inconsistent,4,31768
2021-06-30,2021-01-22,consistent,13,104038
2021-06-30,2021-01-21,inconsistent,2,18953
2021-06-30,2021-01-21,consistent,9,73305
2021-06-30,2021-01-20,inconsistent,1,4577
2021-06-30,2021-01-20,consistent,4,27208
2021-06-30,2021-01-19,inconsistent,0,1715
2021-06-30,2021-01-19,consistent,1,7680
2021-06-30,2021-01-18,inconsistent,0,284
2021-06-30,2021-01-18,consistent,0,909
