data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-03-07,inconsistent,1,2172
2021-06-30,2021-03-07,consistent,4,10324
2021-06-30,2021-03-05,inconsistent,4,28631
2021-06-30,2021-03-05,consistent,15,119307
2021-06-30,2021-03-04,inconsistent,3,30155
2021-06-30,2021-03-04,consistent,14,126291
2021-06-30,2021-03-03,inconsistent,11,58734
2021-06-30,2021-03-03,consistent,43,221517
2021-06-30,2021-03-02,inconsistent,5,40652
2021-06-30,2021-03-02,consistent,19,159639
2021-06-30,2021-03-01,inconsistent,12,51404
2021-06-30,2021-03-01,consistent,43,182984
