data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-15,inconsistent,0,162
2021-06-30,2021-02-15,consistent,3,2981
2021-06-30,2021-02-17,inconsistent,0,222
2021-06-30,2021-02-17,consistent,3,9755
2021-06-30,2021-02-16,inconsistent,0,274
2021-06-30,2021-02-16,consistent,3,6342
2021-06-30,2021-02-18,inconsistent,0,448
2021-06-30,2021-02-18,consistent,3,6029
2021-06-30,2021-02-20,inconsistent,0,6
2021-06-30,2021-02-20,consistent,3,689
2021-06-30,2021-02-21,inconsistent,0,2
2021-06-30,2021-02-19,inconsistent,0,176
2021-06-30,2021-02-21,consistent,3,130
2021-06-30,2021-02-19,consistent,3,5045
