data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-06-07,inconsistent,0,6
2021-07-02,2021-06-07,consistent,3,23080
2021-07-02,2021-06-09,inconsistent,0,28
2021-07-02,2021-06-09,consistent,3,24679
2021-07-02,2021-06-08,inconsistent,0,20
2021-07-02,2021-06-08,consistent,4,20610
2021-07-02,2021-06-12,inconsistent,0,8
2021-07-02,2021-06-12,consistent,2,5508
2021-07-02,2021-06-13,consistent,2,1351
2021-07-02,2021-06-11,inconsistent,0,12
2021-07-02,2021-06-11,consistent,4,25101
2021-07-02,2021-06-10,inconsistent,0,32
2021-07-02,2021-06-10,consistent,5,28419
2021-07-06,2021-06-13,consistent,2,1670
