data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-03-08,inconsistent,0,721
2021-06-30,2021-03-08,consistent,4,12309
2021-06-30,2021-03-09,inconsistent,0,683
2021-06-30,2021-03-09,consistent,4,12671
2021-06-30,2021-03-11,inconsistent,0,754
2021-06-30,2021-03-11,consistent,6,14397
2021-06-30,2021-03-13,inconsistent,0,95
2021-06-30,2021-03-10,inconsistent,0,732
2021-06-30,2021-03-13,consistent,4,4007
2021-06-30,2021-03-10,consistent,6,15491
2021-06-30,2021-03-12,inconsistent,0,556
2021-06-30,2021-03-12,consistent,5,13394
