data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-03-31,inconsistent,1,3686
2021-06-30,2021-04-01,inconsistent,2,1954
2021-06-30,2021-03-31,consistent,4,10979
2021-06-30,2021-04-01,consistent,3,2530
2021-06-30,2021-03-29,inconsistent,2,1756
2021-06-30,2021-03-29,consistent,8,8409
2021-06-30,2021-04-04,inconsistent,2,1078
2021-06-30,2021-04-03,inconsistent,3,2516
2021-06-30,2021-04-04,consistent,2,771
2021-06-30,2021-04-03,consistent,2,2166
2021-06-30,2021-04-02,inconsistent,5,4058
2021-06-30,2021-04-02,consistent,3,2194
2021-06-30,2021-03-30,inconsistent,3,3296
2021-06-30,2021-03-30,consistent,15,14976
