data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-16,inconsistent,0,134
2021-06-30,2021-02-16,consistent,2,1619
2021-06-30,2021-02-17,inconsistent,0,208
2021-06-30,2021-02-17,consistent,2,1895
2021-06-30,2021-02-15,inconsistent,0,290
2021-06-30,2021-02-15,consistent,2,2238
2021-06-30,2021-02-21,consistent,2,7
2021-06-30,2021-02-20,consistent,3,227
2021-06-30,2021-02-18,inconsistent,0,282
2021-06-30,2021-02-18,consistent,3,4696
2021-06-30,2021-02-19,inconsistent,0,115
2021-06-30,2021-02-19,consistent,3,2792
