data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-01,inconsistent,0,83
2021-06-30,2021-02-01,consistent,1,1135
2021-06-30,2021-02-02,inconsistent,0,50
2021-06-30,2021-02-03,inconsistent,0,90
2021-06-30,2021-02-04,inconsistent,0,40
2021-06-30,2021-02-05,inconsistent,0,38
2021-06-30,2021-02-02,consistent,1,1836
2021-06-30,2021-02-03,consistent,1,1672
2021-06-30,2021-02-04,consistent,1,1494
2021-06-30,2021-02-05,consistent,1,1141
2021-06-30,2021-02-06,inconsistent,0,138
2021-06-30,2021-02-06,consistent,1,2483
2021-06-30,2021-02-07,consistent,0,56
