data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-06-07,inconsistent,0,8
2021-07-02,2021-06-07,consistent,4,18938
2021-07-02,2021-06-08,inconsistent,0,2
2021-07-02,2021-06-08,consistent,5,23821
2021-07-02,2021-06-09,inconsistent,0,78
2021-07-02,2021-06-09,consistent,4,25621
2021-07-02,2021-06-11,inconsistent,0,42
2021-07-02,2021-06-11,consistent,4,24601
2021-07-02,2021-06-13,consistent,2,746
2021-07-02,2021-06-12,inconsistent,0,2
2021-07-02,2021-06-12,consistent,6,31076
2021-07-02,2021-06-10,inconsistent,0,48
2021-07-02,2021-06-10,consistent,6,24455
2021-07-06,2021-06-13,consistent,2,747
2021-07-06,2021-06-12,inconsistent,0,2
2021-07-06,2021-06-12,consistent,7,31095
2021-07-06,2021-06-11,inconsistent,0,42
2021-07-06,2021-06-11,consistent,6,24789
2021-07-07,2021-06-10,inconsistent,0,50
2021-07-07,2021-06-10,consistent,6,24581
2021-07-07,2021-06-09,inconsistent,0,80
2021-07-07,2021-06-09,consistent,6,25696
