data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-02-22,inconsistent,0,126
2021-07-01,2021-02-22,consistent,2,7565
2021-07-01,2021-02-25,inconsistent,0,36
2021-07-01,2021-02-23,inconsistent,0,108
2021-07-01,2021-02-25,consistent,3,6799
2021-07-01,2021-02-23,consistent,3,8270
2021-07-01,2021-02-24,inconsistent,0,94
2021-07-01,2021-02-24,consistent,4,8294
2021-07-01,2021-02-26,inconsistent,0,212
2021-07-01,2021-02-26,consistent,3,7222
2021-07-01,2021-02-28,inconsistent,0,2
2021-07-01,2021-02-28,consistent,2,150
2021-07-01,2021-02-27,inconsistent,0,9
2021-07-01,2021-02-27,consistent,3,2887
