data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-05-31,inconsistent,0,4
2021-07-02,2021-05-31,consistent,3,14662
2021-07-02,2021-06-01,inconsistent,0,6
2021-07-02,2021-06-01,consistent,5,20106
2021-07-02,2021-06-02,inconsistent,0,4
2021-07-02,2021-06-02,consistent,5,29614
2021-07-02,2021-06-06,consistent,1,230
2021-07-02,2021-06-05,consistent,3,14821
2021-07-02,2021-06-03,inconsistent,0,2
2021-07-02,2021-06-03,consistent,9,28927
2021-07-02,2021-06-04,consistent,5,25257
