data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-04-28,inconsistent,0,94
2021-07-01,2021-04-28,consistent,3,11317
2021-07-01,2021-04-26,inconsistent,0,52
2021-07-01,2021-04-26,consistent,4,15560
2021-07-01,2021-04-29,inconsistent,0,26
2021-07-01,2021-04-29,consistent,3,9797
2021-07-01,2021-04-27,inconsistent,0,22
2021-07-01,2021-04-27,consistent,4,15825
2021-07-01,2021-05-02,consistent,2,118
2021-07-01,2021-05-01,inconsistent,0,4
2021-07-01,2021-04-30,inconsistent,0,44
2021-07-01,2021-05-01,consistent,2,4093
2021-07-01,2021-04-30,consistent,2,8111
