data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-05-03,inconsistent,0,16
2021-07-01,2021-05-03,consistent,2,1293
2021-07-01,2021-05-04,inconsistent,0,16
2021-07-01,2021-05-04,consistent,2,913
2021-07-01,2021-05-05,inconsistent,0,24
2021-07-01,2021-05-05,consistent,2,981
2021-07-01,2021-05-06,inconsistent,0,2
2021-07-01,2021-05-06,consistent,2,1134
2021-07-01,2021-05-08,inconsistent,0,4
2021-07-01,2021-05-08,consistent,2,750
2021-07-01,2021-05-07,inconsistent,0,2
2021-07-01,2021-05-07,consistent,2,1390
