data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-04-27,inconsistent,0,40
2021-07-01,2021-04-27,consistent,5,6264
2021-07-01,2021-04-26,inconsistent,0,32
2021-07-01,2021-04-26,consistent,6,8556
2021-07-01,2021-04-28,inconsistent,0,6
2021-07-01,2021-04-28,consistent,5,8577
2021-07-01,2021-04-29,inconsistent,0,8
2021-07-01,2021-04-29,consistent,6,11612
2021-07-01,2021-05-02,consistent,2,42
2021-07-01,2021-05-01,inconsistent,0,2
2021-07-01,2021-05-01,consistent,3,1745
2021-07-01,2021-04-30,inconsistent,0,6
2021-07-01,2021-04-30,consistent,5,6464
