data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-06-07,inconsistent,0,44
2021-07-01,2021-06-07,consistent,2,5613
2021-07-01,2021-06-08,inconsistent,0,18
2021-07-01,2021-06-08,consistent,2,7321
2021-07-01,2021-06-09,inconsistent,0,4
2021-07-01,2021-06-09,consistent,2,8092
2021-07-01,2021-06-12,consistent,2,2699
2021-07-01,2021-06-13,consistent,2,146
2021-07-01,2021-06-10,inconsistent,0,86
2021-07-01,2021-06-11,inconsistent,0,10
2021-07-01,2021-06-10,consistent,3,9464
2021-07-01,2021-06-11,consistent,3,8350
2021-07-05,2021-06-13,consistent,2,148
2021-07-05,2021-06-12,consistent,2,2706
2021-07-05,2021-06-11,inconsistent,0,10
2021-07-05,2021-06-11,consistent,3,8360
