data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-01-29,inconsistent,0,1117
2021-06-30,2021-01-30,inconsistent,0,166
2021-06-30,2021-01-31,inconsistent,0,98
2021-06-30,2021-01-29,consistent,3,17356
2021-06-30,2021-01-30,consistent,2,8112
2021-06-30,2021-01-31,consistent,1,5105
2021-06-30,2021-01-25,inconsistent,0,686
2021-06-30,2021-01-26,inconsistent,0,1162
2021-06-30,2021-01-27,inconsistent,0,984
2021-06-30,2021-01-28,inconsistent,0,1178
2021-06-30,2021-01-25,consistent,2,14605
2021-06-30,2021-01-26,consistent,4,23508
2021-06-30,2021-01-27,consistent,3,20054
2021-06-30,2021-01-28,consistent,3,17214
