data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-17,inconsistent,0,1730
2021-06-30,2021-02-16,inconsistent,0,1640
2021-06-30,2021-02-17,consistent,3,19672
2021-06-30,2021-02-16,consistent,3,12287
2021-06-30,2021-02-15,inconsistent,1,1481
2021-06-30,2021-02-15,consistent,4,8487
2021-06-30,2021-02-20,inconsistent,0,110
2021-06-30,2021-02-20,consistent,2,3207
2021-06-30,2021-02-21,inconsistent,0,22
2021-06-30,2021-02-21,consistent,2,307
2021-06-30,2021-02-18,inconsistent,0,2863
2021-06-30,2021-02-18,consistent,4,23597
2021-06-30,2021-02-19,inconsistent,0,1714
2021-06-30,2021-02-19,consistent,3,17699
