data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-06-15,inconsistent,0,98
2021-07-01,2021-06-15,consistent,7,50078
2021-07-01,2021-06-14,inconsistent,0,140
2021-07-01,2021-06-14,consistent,8,50453
2021-07-01,2021-06-17,inconsistent,0,128
2021-07-01,2021-06-17,consistent,5,38936
2021-07-01,2021-06-16,inconsistent,0,142
2021-07-01,2021-06-16,consistent,8,55002
2021-07-01,2021-06-20,consistent,3,11555
2021-07-01,2021-06-19,inconsistent,0,34
2021-07-01,2021-06-19,consistent,7,35667
2021-07-01,2021-06-18,inconsistent,0,80
2021-07-01,2021-06-18,consistent,8,43708
2021-07-03,2021-06-20,consistent,2,11726
2021-07-03,2021-06-19,inconsistent,0,34
2021-07-03,2021-06-19,consistent,6,36020
2021-07-03,2021-06-18,inconsistent,0,80
2021-07-03,2021-06-18,consistent,8,44393
2021-07-04,2021-06-17,inconsistent,0,128
2021-07-04,2021-06-17,consistent,4,39466
2021-07-04,2021-06-16,inconsistent,0,142
2021-07-04,2021-06-16,consistent,5,55538
2021-07-04,2021-06-15,inconsistent,0,102
2021-07-04,2021-06-15,consistent,7,50526
2021-07-04,2021-06-14,inconsistent,0,148
2021-07-04,2021-06-14,consistent,12,51113
2021-07-05,2021-06-20,consistent,4,12261
2021-07-06,2021-06-19,inconsistent,0,34
2021-07-06,2021-06-19,consistent,7,36957
2021-07-06,2021-06-18,inconsistent,0,82
2021-07-06,2021-06-18,consistent,6,45276
2021-07-08,2021-06-17,inconsistent,0,130
2021-07-08,2021-06-17,consistent,5,40757
2021-07-08,2021-06-15,inconsistent,0,128
2021-07-08,2021-06-15,consistent,7,52880
2021-07-08,2021-06-16,inconsistent,0,148
2021-07-08,2021-06-16,consistent,8,58177
2021-07-08,2021-06-20,consistent,2,12649
