data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-04-08,inconsistent,0,2022
2021-06-30,2021-04-08,consistent,7,38538
2021-06-30,2021-04-07,inconsistent,1,2799
2021-06-30,2021-04-07,consistent,15,43458
2021-06-30,2021-04-06,inconsistent,1,3840
2021-06-30,2021-04-06,consistent,21,57989
2021-06-30,2021-04-05,inconsistent,1,3492
2021-06-30,2021-04-05,consistent,26,78652
2021-06-30,2021-04-10,inconsistent,0,1430
2021-06-30,2021-04-10,consistent,8,32383
2021-06-30,2021-04-09,inconsistent,1,2609
2021-06-30,2021-04-09,consistent,11,46722
2021-07-01,2021-04-11,inconsistent,0,39
2021-07-01,2021-04-11,consistent,2,7526
