data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-03-08,inconsistent,0,2746
2021-06-30,2021-03-08,consistent,5,31227
2021-06-30,2021-03-10,inconsistent,1,3089
2021-06-30,2021-03-10,consistent,5,29616
2021-06-30,2021-03-09,inconsistent,0,2382
2021-06-30,2021-03-09,consistent,6,34199
2021-06-30,2021-03-11,inconsistent,1,4791
2021-06-30,2021-03-11,consistent,6,39925
2021-06-30,2021-03-13,inconsistent,1,2498
2021-06-30,2021-03-13,consistent,4,17835
2021-06-30,2021-03-12,inconsistent,1,4136
2021-06-30,2021-03-12,consistent,7,40926
