data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-04-12,inconsistent,0,128
2021-07-01,2021-04-12,consistent,5,27835
2021-07-01,2021-04-13,inconsistent,0,160
2021-07-01,2021-04-13,consistent,6,32612
2021-07-01,2021-04-14,inconsistent,0,110
2021-07-01,2021-04-14,consistent,7,38630
2021-07-01,2021-04-17,inconsistent,0,8
2021-07-01,2021-04-17,consistent,2,6554
2021-07-01,2021-04-15,inconsistent,0,70
2021-07-01,2021-04-15,consistent,6,33060
2021-07-01,2021-04-16,inconsistent,0,42
2021-07-01,2021-04-18,inconsistent,0,2
2021-07-01,2021-04-18,consistent,3,4067
2021-07-01,2021-04-16,consistent,4,18822
