data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-05-17,inconsistent,0,42
2021-07-01,2021-05-17,consistent,2,17437
2021-07-01,2021-05-19,inconsistent,0,22
2021-07-01,2021-05-18,inconsistent,0,40
2021-07-01,2021-05-19,consistent,3,21161
2021-07-01,2021-05-20,inconsistent,0,10
2021-07-01,2021-05-18,consistent,3,18747
2021-07-01,2021-05-20,consistent,3,19477
2021-07-01,2021-05-21,inconsistent,0,30
2021-07-01,2021-05-21,consistent,3,14934
2021-07-01,2021-05-22,inconsistent,0,14
2021-07-01,2021-05-22,consistent,2,5850
2021-07-01,2021-05-23,consistent,2,2211
