data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-06-21,inconsistent,0,2
2021-07-01,2021-06-21,consistent,2,2824
2021-07-01,2021-06-25,consistent,2,1118
2021-07-01,2021-06-24,consistent,2,1882
2021-07-01,2021-06-22,consistent,2,1990
2021-07-01,2021-06-23,consistent,2,2674
2021-07-01,2021-06-27,inconsistent,0,2
2021-07-01,2021-06-27,consistent,2,769
2021-07-01,2021-06-26,consistent,2,977
2021-07-02,2021-06-27,inconsistent,0,2
2021-07-02,2021-06-27,consistent,3,835
2021-07-02,2021-06-26,consistent,2,977
2021-07-02,2021-06-25,consistent,2,1304
2021-07-02,2021-06-24,consistent,2,1882
2021-07-02,2021-06-23,consistent,2,2676
2021-07-02,2021-06-22,consistent,3,1990
2021-07-02,2021-06-27,inconsistent,0,2
2021-07-02,2021-06-27,consistent,2,838
2021-07-02,2021-06-27,inconsistent,0,2
2021-07-02,2021-06-27,consistent,2,841
2021-07-02,2021-06-27,inconsistent,0,2
2021-07-02,2021-06-27,consistent,2,841
2021-07-03,2021-06-27,inconsistent,0,2
2021-07-03,2021-06-27,consistent,2,841
2021-07-03,2021-06-26,consistent,2,1341
2021-07-03,2021-06-21,inconsistent,0,2
2021-07-03,2021-06-21,consistent,2,3003
2021-07-03,2021-06-25,consistent,2,1722
2021-07-03,2021-06-24,consistent,3,1916
2021-07-03,2021-06-23,consistent,2,2755
