data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-03-22,inconsistent,0,12
2021-07-01,2021-03-22,consistent,3,3015
2021-07-01,2021-03-23,inconsistent,0,68
2021-07-01,2021-03-23,consistent,3,4019
2021-07-01,2021-03-24,inconsistent,0,170
2021-07-01,2021-03-25,inconsistent,0,264
2021-07-01,2021-03-24,consistent,3,4230
2021-07-01,2021-03-25,consistent,3,4569
2021-07-01,2021-03-26,inconsistent,0,2
2021-07-01,2021-03-26,consistent,2,1787
2021-07-01,2021-03-27,inconsistent,0,2
2021-07-01,2021-03-27,consistent,2,516
2021-07-01,2021-03-28,consistent,2,592
