data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-01,inconsistent,0,86
2021-06-30,2021-02-01,consistent,3,11819
2021-06-30,2021-02-06,inconsistent,0,4
2021-06-30,2021-02-07,inconsistent,0,6
2021-06-30,2021-02-06,consistent,0,99
2021-06-30,2021-02-07,consistent,0,64
2021-06-30,2021-02-02,inconsistent,0,46
2021-06-30,2021-02-03,inconsistent,0,53
2021-06-30,2021-02-04,inconsistent,0,44
2021-06-30,2021-02-05,inconsistent,0,22
2021-06-30,2021-02-02,consistent,5,14913
2021-06-30,2021-02-03,consistent,3,7119
2021-06-30,2021-02-04,consistent,2,4925
2021-06-30,2021-02-05,consistent,1,3804
