data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-08,inconsistent,0,30
2021-06-30,2021-02-09,inconsistent,0,23
2021-06-30,2021-02-08,consistent,1,2190
2021-06-30,2021-02-09,consistent,2,5041
2021-06-30,2021-02-10,inconsistent,0,54
2021-06-30,2021-02-11,inconsistent,0,24
2021-06-30,2021-02-12,inconsistent,0,40
2021-06-30,2021-02-13,inconsistent,0,11
2021-06-30,2021-02-10,consistent,1,5205
2021-06-30,2021-02-11,consistent,1,4613
2021-06-30,2021-02-12,consistent,1,3645
2021-06-30,2021-02-13,consistent,0,155
2021-06-30,2021-02-14,inconsistent,0,12
2021-06-30,2021-02-14,consistent,1,68
