data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-05-24,consistent,3,9467
2021-07-01,2021-05-25,inconsistent,0,6
2021-07-01,2021-05-25,consistent,2,7004
2021-07-01,2021-05-26,inconsistent,0,2
2021-07-01,2021-05-26,consistent,2,10080
2021-07-01,2021-05-27,inconsistent,0,2
2021-07-01,2021-05-27,consistent,2,9203
2021-07-01,2021-05-30,inconsistent,0,2
2021-07-01,2021-05-30,consistent,3,1193
2021-07-01,2021-05-29,inconsistent,0,4
2021-07-01,2021-05-29,consistent,4,1758
2021-07-01,2021-05-28,inconsistent,0,6
2021-07-01,2021-05-28,consistent,5,9077
2021-07-08,2021-05-30,inconsistent,0,2
2021-07-08,2021-05-30,consistent,2,1376
2021-07-08,2021-05-29,inconsistent,0,6
2021-07-08,2021-05-29,consistent,2,2011
