data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-05-10,inconsistent,0,8
2021-07-01,2021-05-11,inconsistent,0,10
2021-07-01,2021-05-10,consistent,3,10669
2021-07-01,2021-05-11,consistent,3,9215
2021-07-01,2021-05-12,inconsistent,0,4
2021-07-01,2021-05-12,consistent,2,5788
2021-07-01,2021-05-16,inconsistent,0,2
2021-07-01,2021-05-16,consistent,2,1846
2021-07-01,2021-05-15,inconsistent,0,4
2021-07-01,2021-05-13,inconsistent,0,22
2021-07-01,2021-05-15,consistent,2,4407
2021-07-01,2021-05-13,consistent,3,10672
2021-07-01,2021-05-14,inconsistent,0,18
2021-07-01,2021-05-14,consistent,3,10423
