data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-05-31,inconsistent,0,47
2021-07-02,2021-05-31,consistent,6,48331
2021-07-02,2021-06-03,consistent,2,12920
2021-07-02,2021-06-01,inconsistent,0,10
2021-07-02,2021-06-01,consistent,7,64656
2021-07-02,2021-06-04,inconsistent,0,26
2021-07-02,2021-06-04,consistent,7,39957
2021-07-02,2021-06-02,inconsistent,0,18
2021-07-02,2021-06-02,consistent,9,72977
2021-07-02,2021-06-05,inconsistent,0,12
2021-07-02,2021-06-05,consistent,9,47323
2021-07-02,2021-06-06,inconsistent,0,4
2021-07-02,2021-06-06,consistent,2,6697
2021-07-08,2021-06-06,inconsistent,0,4
2021-07-08,2021-06-06,consistent,2,6707
