data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-04-05,inconsistent,0,885
2021-07-01,2021-04-05,consistent,8,22751
2021-07-01,2021-04-06,inconsistent,0,809
2021-07-01,2021-04-06,consistent,9,27520
2021-07-01,2021-04-08,inconsistent,0,512
2021-07-01,2021-04-08,consistent,10,22613
2021-07-01,2021-04-07,inconsistent,0,712
2021-07-01,2021-04-10,inconsistent,0,368
2021-07-01,2021-04-07,consistent,11,26029
2021-07-01,2021-04-09,inconsistent,0,628
2021-07-01,2021-04-10,consistent,6,15178
2021-07-01,2021-04-09,consistent,9,18762
2021-07-01,2021-04-11,inconsistent,0,264
2021-07-01,2021-04-11,consistent,2,5268
