data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-04-26,inconsistent,0,762
2021-07-01,2021-04-26,consistent,7,31965
2021-07-01,2021-04-28,inconsistent,1,2434
2021-07-01,2021-04-28,consistent,7,27740
2021-07-01,2021-04-30,inconsistent,0,748
2021-07-01,2021-04-30,consistent,3,12643
2021-07-01,2021-04-29,inconsistent,0,1686
2021-07-01,2021-04-29,consistent,5,20952
2021-07-01,2021-04-27,inconsistent,0,2040
2021-07-01,2021-04-27,consistent,9,37494
2021-07-01,2021-05-02,inconsistent,0,530
2021-07-01,2021-05-02,consistent,2,6585
2021-07-01,2021-05-01,inconsistent,0,966
2021-07-01,2021-05-01,consistent,4,14188
