data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-05-17,inconsistent,1,2394
2021-07-01,2021-05-17,consistent,4,12219
2021-07-01,2021-05-18,inconsistent,0,1784
2021-07-01,2021-05-18,consistent,4,13593
2021-07-01,2021-05-19,inconsistent,1,1854
2021-07-01,2021-05-19,consistent,4,13931
2021-07-01,2021-05-23,inconsistent,0,572
2021-07-01,2021-05-23,consistent,2,3888
2021-07-01,2021-05-21,inconsistent,0,1614
2021-07-01,2021-05-22,inconsistent,1,3889
2021-07-01,2021-05-21,consistent,3,17061
2021-07-01,2021-05-22,consistent,3,15458
2021-07-01,2021-05-20,inconsistent,0,1956
2021-07-01,2021-05-20,consistent,6,24594
