data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-05-03,inconsistent,0,103
2021-07-02,2021-05-03,consistent,6,26222
2021-07-02,2021-05-06,inconsistent,0,50
2021-07-02,2021-05-04,inconsistent,0,310
2021-07-02,2021-05-05,inconsistent,0,28
2021-07-02,2021-05-06,consistent,5,25474
2021-07-02,2021-05-04,consistent,5,28994
2021-07-02,2021-05-05,consistent,6,26415
2021-07-02,2021-05-07,inconsistent,0,40
2021-07-02,2021-05-07,consistent,4,23609
2021-07-02,2021-05-08,inconsistent,0,20
2021-07-02,2021-05-08,consistent,3,12071
