data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-04-21,inconsistent,0,10
2021-07-02,2021-04-21,consistent,6,20631
2021-07-02,2021-04-19,inconsistent,0,136
2021-07-02,2021-04-19,consistent,14,51960
2021-07-02,2021-04-24,inconsistent,0,10
2021-07-02,2021-04-24,consistent,5,17429
2021-07-02,2021-04-25,inconsistent,0,6
2021-07-02,2021-04-25,consistent,2,9101
2021-07-02,2021-04-20,inconsistent,0,184
2021-07-02,2021-04-20,consistent,16,61969
2021-07-02,2021-04-22,inconsistent,0,280
2021-07-02,2021-04-22,consistent,14,54891
2021-07-02,2021-04-23,inconsistent,0,78
2021-07-02,2021-04-23,consistent,10,39934
