data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-04-19,inconsistent,0,182
2021-07-01,2021-04-19,consistent,2,3089
2021-07-01,2021-04-20,inconsistent,0,178
2021-07-01,2021-04-20,consistent,3,10352
2021-07-01,2021-04-21,inconsistent,0,150
2021-07-01,2021-04-21,consistent,2,2742
2021-07-01,2021-04-23,inconsistent,0,6
2021-07-01,2021-04-24,inconsistent,0,2
2021-07-01,2021-04-23,consistent,3,7199
2021-07-01,2021-04-24,consistent,2,6023
2021-07-01,2021-04-22,inconsistent,0,102
2021-07-01,2021-04-22,consistent,4,10595
2021-07-01,2021-04-25,inconsistent,0,2
2021-07-01,2021-04-25,consistent,2,221
