data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-01-24,inconsistent,0,8
2021-06-30,2021-01-24,consistent,0,454
2021-06-30,2021-01-23,inconsistent,0,10
2021-06-30,2021-01-23,consistent,1,897
2021-06-30,2021-01-22,inconsistent,0,280
2021-06-30,2021-01-22,consistent,1,2032
2021-06-30,2021-01-21,inconsistent,0,46
2021-06-30,2021-01-21,consistent,2,3406
2021-06-30,2021-01-20,inconsistent,0,14
2021-06-30,2021-01-20,consistent,2,1529
2021-06-30,2021-01-19,inconsistent,0,4
2021-06-30,2021-01-19,consistent,0,273
2021-06-30,2021-01-18,consistent,0,5
